kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
senate,33,senate,11,senate,47,program,34,senate,23,senate,15,senate,149
house,24,president,10,bipartisan,28,paycheck,23,democrats,16,american,11,democrats,73
impeachment,17,impeachment,7,american,24,protection,22,american,13,americans,10,american,69
democrats,16,democrats,7,coronavirus,22,senate,20,house,12,people,10,house,50
partisan,12,partisan,6,businesses,22,democrats,18,country,11,act,10,act,50
case,11,families,5,help,21,act,16,coronavirus,10,nation,9,businesses,45
trial,8,work,5,act,21,funding,15,crisis,9,police,9,americans,44
american,8,country,5,families,20,week,14,across,9,cannot,8,bipartisan,44
political,7,proud,5,americans,16,workers,14,nation,8,democrats,7,coronavirus,40
states,6,coal,4,workers,15,americans,14,workers,8,justice,7,workers,39
president,5,stand,4,relief,14,american,12,work,8,week,6,program,39
bipartisan,5,discuss,4,health,13,cares,12,people,8,reform,6,help,38
rush,5,trial,4,bold,13,crisis,10,new,8,law,5,people,37
investigation,5,washington,4,legislation,11,businesses,10,legal,7,violent,5,nation,35
process,5,defending,4,republicans,11,republicans,10,businesses,7,legislation,5,families,33
senators,5,#kentucky,4,stand,11,discuss,10,pandemic,7,world,4,work,31
questions,4,put,4,nation,11,historic,9,heroes,6,proud,4,country,31
senates,4,new,4,working,10,kentuckians,9,national,6,citizens,4,protection,30
united,4,process,4,people,10,jobs,9,help,5,protests,4,week,30
weeks,4,communities,4,economy,9,help,9,working,5,peace,4,impeachment,27
passions,4,trump,4,security,9,bipartisan,8,world,5,great,4,paycheck,27
people,4,strong,3,state,9,money,8,relief,5,millions,4,crisis,27
speaker,4,nation,3,economic,9,bill,7,kentucky,5,rights,4,stand,26
take,4,framers,3,democrats,9,hope,7,senates,5,free,4,republicans,26
sober,3,presidents,3,work,9,across,7,together,5,businesses,4,new,25
framers,3,house,3,energy,9,emergency,7,months,4,lands,4,cares,25
continue,3,believe,3,strong,8,support,7,louisville,4,continue,4,president,24
majority,3,kentuckys,3,medical,8,new,6,global,4,preserve,4,discuss,24
may,3,institutions,3,emergency,8,kentucky,6,recovery,4,president,4,partisan,24
country,3,great,3,professionals,8,icymi,6,diversity,4,hope,4,funding,23
protect,3,lincoln,3,continue,8,coronavirus,6,continue,4,historic,4,continue,22
constitution,3,miners,3,cares,8,joined,6,industry,4,riots,4,senates,22
stop,3,life,3,support,8,crucial,6,intelligence,4,protection,4,together,22
could,3,abraham,3,pass,7,million,5,america,4,bipartisan,3,relief,22
games,3,take,3,urgent,7,saving,5,wish,4,strong,3,across,22
thank,3,#kyindc,3,combat,7,together,5,program,4,work,3,health,21
enough,3,presidency,3,crisis,7,pandemic,5,protections,4,cares,3,proud,21
cannot,3,protect,3,passed,7,soon,5,fight,4,mayors,3,legislation,21
trump,3,conclusion,3,cash,7,people,5,joining,3,civil,3,kentucky,21
precedent,3,kentucky,3,funding,7,blocking,5,still,3,together,3,working,20
full,3,reckless,2,country,7,focus,5,week,3,needs,3,support,20
without,3,et,2,healthcare,7,health,5,thanks,3,issue,3,cannot,19
serious,3,floor,2,together,7,colleagues,5,response,3,recreation,3,historic,18
witnesses,3,thank,2,house,7,blocked,5,list,3,local,3,state,18
judgment,3,longterm,2,#aipac2020,6,healthcare,4,important,3,communities,3,national,17
1999,3,world,2,senates,6,democratic,4,healthcare,3,bill,3,states,17
urgent,3,economy,2,put,6,next,4,showing,3,country,3,emergency,17
beyond,3,power,2,cannot,6,urgent,4,serious,3,federal,3,kentuckians,17
finally,3,republic,2,talks,6,proud,4,called,3,public,3,pandemic,16
overwhelming,3,norms,2,agreement,6,work,4,memorial,3,support,3,strong,16
middle,3,national,2,leaders,6,vote,4,professionals,3,help,3,healthcare,16
fair,3,speak,2,aid,6,without,4,weeks,3,leaders,3,trial,15
service,2,week,2,new,6,month,4,americans,3,amendment,3,washington,15
telling,2,@bretbaier,2,proposal,6,@foxnews,4,another,3,stand,3,jobs,15
delayed,2,proved,2,administration,6,families,4,bill,3,national,3,world,15
reasonable,2,watch,2,hands,6,judge,4,ways,3,kentucky,3,hope,15
institution,2,job,2,clear,5,paychecks,4,speaker,3,equal,3,political,15
weak,2,innocent,2,steps,5,statement,4,paycheck,3,next,3,pass,15
nation,2,trumps,2,proud,5,tomorrow,4,essential,3,protect,3,urgent,14
redo,2,state,2,federal,5,stepping,4,tax,3,sides,2,speaker,14
soleimani,2,confirming,2,discuss,5,reconvening,4,days,3,unite,2,bill,14
stand,2,shortterm,2,ready,5,pass,4,call,3,black,2,leaders,14
beginning,2,senates,2,continuing,5,senates,4,thank,3,distinguish,2,economic,14
judge,2,colleagues,2,united,5,federal,4,est,3,protest,2,put,14
phase,2,office,2,historic,5,provide,4,business,3,constitutional,2,united,13
state,2,army,2,stay,5,hospitals,4,home,3,@stevedaines,2,take,13
force,2,men,2,fight,5,tune,4,protection,3,liberal,2,great,13
institutional,2,human,2,experts,5,states,4,taxpayerfunded,3,streets,2,bold,13
brave,2,@foxnews,2,officials,5,funds,4,jobs,3,kong,2,federal,13
procedure,2,recovery,2,period,5,shut,4,solutions,3,pandemic,2,economy,13
call,2,attack,2,direct,5,dry,4,liability,3,circuit,2,process,13
facts,2,couldnt,2,local,5,jobsaving,4,tune,3,@sencorygardner,2,statement,13
work,2,firewall,2,congress,5,priorities,4,impeachment,3,system,2,protect,12
winwin,2,businesses,2,lets,5,important,3,end,3,confirmed,2,joining,12
unity,2,iowa,2,national,5,smallbusiness,3,cannabis,3,enforcement,2,serious,12
voted,2,position,2,israel,5,essential,3,millionaires,3,neighborhoods,2,colleagues,12
reopen,2,honor,2,package,5,testing,3,discuss,3,careful,2,money,12
business,2,joining,2,virus,5,stand,3,bluestate,3,reopening,2,passed,12
founding,2,women,2,business,4,unanimous,3,trying,3,process,2,response,12
managers,2,priorities,2,yesterday,4,commonwealth,3,session,3,selectively,2,professionals,12
rushed,2,whove,2,week,4,partisan,3,stand,3,peaceful,2,heroes,12
actually,2,safe,2,toward,4,walker,3,continuing,3,working,2,trump,12
death,2,union,2,innovation,4,employees,3,monday,2,political,2,case,11
shortterm,2,think,2,world,4,congress,3,job,2,put,2,local,11
pelosi,2,entire,2,statement,4,popular,3,worked,2,chinese,2,joined,11
exists,2,honored,2,assistance,4,response,3,trial,2,completely,2,icymi,11
secretary,2,law,2,rush,4,trying,3,practical,2,economic,2,deserve,11
man,2,talk,2,job,4,morning,3,cares,2,outdoors,2,steps,11
try,2,tonight,2,speaker,4,house,3,passed,2,ensure,2,democratic,11
nakedly,2,@kyfb,2,democratic,4,leaders,3,making,2,state,2,administration,11
events,2,bluegrass,1,close,4,supporting,3,suffering,2,faith,2,weeks,11
good,2,individuals,1,laidoff,4,run,3,action,2,america,2,thank,11
decided,2,friends,1,@potus,4,layoffs,3,neither,2,brave,2,tune,11
purpose,2,workers,1,states,4,consent,3,safely,2,united,2,job,11
provide,2,preparing,1,access,4,ran,3,act,2,year,2,medical,11
end,2,farm,1,heroes,4,laid,3,hikes,2,killings,2,america,11
hold,2,architects,1,response,4,grateful,3,#kentucky,2,steps,2,security,10
big,2,gain,1,home,4,covid19,3,crucial,2,parks,2,brave,10
doubt,2,treasured,1,public,4,political,3,year,2,floyd,2,package,10
iran,2,divided,1,resources,4,president,3,virus,2,bench,2,legal,10
